DictionaryHumanName,DimensionHumanName,LanguageCode
GDELT GKG Themes,REBELS,eng
GDELT GKG Themes,SEPARATISTS,eng
GDELT GKG Themes,UNGOVERNED,eng
GDELT GKG Themes,RECRUITMENT,eng
GDELT GKG Themes,SLFID_NATURAL_RESOURCES,eng
GDELT GKG Themes,SLFID_RULE_OF_LAW,eng
GDELT GKG Themes,SLFID_MILITARY_READINESS,eng
GDELT GKG Themes,SLFID_MILITARY_BUILDUP,eng
GDELT GKG Themes,ECON_TAXATION,eng
GDELT GKG Themes,ECON_REMITTANCE,eng
GDELT GKG Themes,ECON_INFORMAL_ECONOMY,eng
GDELT GKG Themes,SLFID_PEACE_BUILDING,eng
GDELT GKG Themes,SLFID_CAPACITY_BUILDING,eng
GDELT GKG Themes,SLFID_ECONOMIC_DEVELOPMENT,eng
GDELT GKG Themes,SLFID_ECONOMIC_DEVELOPMENTAID,eng
GDELT GKG Themes,SLFID_CIVIL_LIBERTIES,eng
GDELT GKG Themes,SLFID_DICTATORSHIP,eng
GDELT GKG Themes,SLFID_MILITARY_SPENDING,eng
GDELT GKG Themes,ECON_DEBT,eng
GDELT GKG Themes,FIREARM_OWNERSHIP,eng
GDELT GKG Themes,SLFID_ECONOMIC_POWER,eng
GDELT GKG Themes,SLFID_POLITICAL_BOUNDARIES,eng
GDELT GKG Themes,ENV_OVERFISH,eng
GDELT GKG Themes,ENV_DEFORESTATION,eng
GDELT GKG Themes,ENV_FORESTRY,eng
GDELT GKG Themes,SLFID_MINERAL_RESOURCES,eng
GDELT GKG Themes,ENV_MINING,eng
GDELT GKG Themes,ENV_FISHERY,eng
GDELT GKG Themes,ENV_WATERWAYS,eng
GDELT GKG Themes,TAX_SPECIALDEATH,eng
GDELT GKG Themes,TAX_WEAPONS,eng
GDELT GKG Themes,INFO_RUMOR,eng
GDELT GKG Themes,INFO_HOAX,eng
GDELT GKG Themes,REL_ANTISEMITISM,eng
GDELT GKG Themes,ETH_INDIGINOUS,eng
GDELT GKG Themes,GOV_INTERGOVERNMENTAL,eng
GDELT GKG Themes,GOV_REPATRIATION,eng
GDELT GKG Themes,GOV_DISSOLVEGOV,eng
GDELT GKG Themes,GOV_REFORM,eng
GDELT GKG Themes,GOV_DIVISIONOFPOWER,eng
GDELT GKG Themes,GOV_LOCALGOV,eng
GDELT GKG Themes,ECON_FREETRADE,eng
GDELT GKG Themes,ECON_FOREIGNINVEST,eng
GDELT GKG Themes,ECON_PRICECONTROL,eng
GDELT GKG Themes,GEN_HOLIDAY,eng
GDELT GKG Themes,ENV_SPECIESENDANGERED,eng
GDELT GKG Themes,ENV_SPECIESEXTINCT,eng
GDELT GKG Themes,ACT_HARMTHREATEN,eng
GDELT GKG Themes,ACT_YIELD,eng
GDELT GKG Themes,ACT_MAKESTATEMENT,eng
GDELT GKG Themes,SOC_SUSPICIOUSACTIVITIES,eng
GDELT GKG Themes,SOC_SUSPICIOUSPEOPLE,eng
GDELT GKG Themes,SOC_TRAFFICACCIDENT,eng
GDELT GKG Themes,ECON_BOYCOTT,eng
GDELT GKG Themes,UNREST_HUNGERSTRIKE,eng
GDELT GKG Themes,UNREST_STONING,eng
GDELT GKG Themes,UNREST_MOLOTOVCOCKTAIL,eng
GDELT GKG Themes,UNREST_POLICEBRUTALITY,eng
GDELT GKG Themes,UNREST_CHECKPOINT,eng
GDELT GKG Themes,UNREST_CLOSINGBORDER,eng
GDELT GKG Themes,UNREST_STONETHROWING,eng
GDELT GKG Themes,SOC_MASSMIGRATION,eng
GDELT GKG Themes,SOC_FORCEDRELOCATION,eng
GDELT GKG Themes,ACT_FORCEPOSTURE,eng
GDELT GKG Themes,SOC_GENERALCRIME,eng
GDELT GKG Themes,SOC_SUICIDE,eng
GDELT GKG Themes,SOC_JUDICIALCOOP,eng
GDELT GKG Themes,SOC_ECONCOOP,eng
GDELT GKG Themes,SOC_DIPLOMCOOP,eng
GDELT GKG Themes,SOC_DIPLOMRECOG,eng
GDELT GKG Themes,SOC_INTELSHARING,eng
GDELT GKG Themes,SOC_EXPRESSSUPPORT,eng
GDELT GKG Themes,SOC_PARDON,eng
GDELT GKG Themes,SOC_EXPRESSREGRET,eng
GDELT GKG Themes,ECON_MOU,eng
GDELT GKG Themes,ECON_CUTOUTLOOK,eng
GDELT GKG Themes,POL_HOSTVISIT,eng
GDELT GKG Themes,SOC_RANSOM,eng
GDELT GKG Themes,SOC_BURIALPRACTICES,eng
GDELT GKG Themes,SOC_QUARANTINE,eng
GDELT GKG Themes,SOC_POLICEMILITARIZATION,eng
GDELT GKG Themes,ECON_BUBBLE,eng
GDELT GKG Themes,ECON_INFLATION,eng
GDELT GKG Themes,ECON_DEFLATION,eng
GDELT GKG Themes,ECON_UNDEREMPLOYMENT,eng
GDELT GKG Themes,ECON_IDENTITYTHEFT,eng
GDELT GKG Themes,SOC_AGINGPOPULATION,eng
GDELT GKG Themes,ECON_MIDDLECLASS,eng
GDELT GKG Themes,ECON_WORKINGCLASS,eng
GDELT GKG Themes,ECON_EMERGINGECON,eng
GDELT GKG Themes,SOC_POLARIZED,eng
GDELT GKG Themes,SOC_CHRONICDISEASE,eng
GDELT GKG Themes,SOC_REFUGEECAMP,eng
GDELT GKG Themes,SOC_POINTSOFINTEREST,eng
GDELT GKG Themes,SOC_SELFIMMOLATION,eng
GDELT GKG Themes,SOC_DEGRADINGTREATMENT,eng
GDELT GKG Themes,TAX_AIDGROUPS,eng
GDELT GKG Themes,SOC_AIDASSISTANCE,eng
GDELT GKG Themes,EMERG_EMERGSHELTER,eng
GDELT GKG Themes,EMERG_FIELDHOSPITAL,eng
GDELT GKG Themes,SOC_EMERGINGTECH,eng
GDELT GKG Themes,MED_COUNTERFEITDRUGS,eng
GDELT GKG Themes,ECON_COUNTERFEITMONEY,eng
GDELT GKG Themes,SOC_COUNTERFEITFOOD,eng
GDELT GKG Themes,SOC_EARLYMARRIAGE,eng
GDELT GKG Themes,SOC_CHILDSOLDIER,eng
GDELT GKG Themes,SOC_SEXJIHAD,eng
GDELT GKG Themes,SOC_SLAVERY,eng
GDELT GKG Themes,SOC_INDSERVITUDE,eng
GDELT GKG Themes,ECON_OILPRICE,eng
GDELT GKG Themes,ECON_GOLDPRICE,eng
GDELT GKG Themes,ECON_GASOLINEPRICE,eng
GDELT GKG Themes,ECON_HEATINGOIL,eng
GDELT GKG Themes,ECON_HEATINGOILPRICE,eng
GDELT GKG Themes,ECON_DIESELPRICE,eng
GDELT GKG Themes,ECON_HEATINGOIL,eng
GDELT GKG Themes,ECON_PROPANE,eng
GDELT GKG Themes,ECON_PROPANEPRICE,eng
GDELT GKG Themes,ECON_ELECTRICALGENERATION,eng
GDELT GKG Themes,ECON_ELECTRICALGRID,eng
GDELT GKG Themes,ECON_ELECTRICALDEMAND,eng
GDELT GKG Themes,ECON_ELECTRICALLOADSHEDDING,eng
GDELT GKG Themes,ECON_ELECTRICALPRICE,eng
GDELT GKG Themes,ECON_NEWPOWERPLANT,eng
GDELT GKG Themes,ECON_NATGASPRICE,eng
GDELT GKG Themes,SOC_EFFIGY,eng
GDELT GKG Themes,SOC_MARGINALIZE,eng
GDELT GKG Themes,ECON_PRICEGOUGE,eng
GDELT GKG Themes,SOC_INNOVATION,eng
GDELT GKG Themes,MED_MEDICALTOURISM,eng
GDELT GKG Themes,SOC_TECHNOLOGYSECTOR,eng
GDELT GKG Themes,ECON_MONEYLAUNDERING,eng
GDELT GKG Themes,ECON_BITCOIN,eng
GDELT GKG Themes,SOC_EXCEPTIONALISM,eng
GDELT GKG Themes,TAX_WORLDBIRDS,eng
GDELT GKG Themes,ECON_FOREIGNBANKS,eng
GDELT GKG Themes,ECON_WORLDCURRENCIES,eng
GDELT GKG Themes,TAX_WORLDLANGUAGES,eng
GDELT GKG Themes,MIL_MERCENARIES,eng
GDELT GKG Themes,TAX_CHRONICDISEASE,eng
GDELT GKG Themes,TAX_WORLDMAMMALS,eng
GDELT GKG Themes,TAX_WORLDREPTILES,eng
GDELT GKG Themes,TAX_WORLDINSECTS,eng
GDELT GKG Themes,TAX_AGRICULHARMINSECTS,eng
GDELT GKG Themes,TAX_WORLDARACHNIDS,eng
GDELT GKG Themes,TAX_WORLDMYRIAPODA,eng
GDELT GKG Themes,TAX_WORLDCRUSTACEANS,eng
GDELT GKG Themes,TAX_WORLDFISH,eng
GDELT GKG Themes,EMERG_DISTRESSSIGNAL,eng
GDELT GKG Themes,MED_EMERGENCYROOM,eng
GDELT GKG Themes,ECON_CENTRALBANK,eng
GDELT GKG Themes,REL_ISLAMOPHOBIA,eng
GDELT GKG Themes,REL_ISLAMIZATION,eng
GDELT GKG Themes,CRM_ARSON,eng
GDELT GKG Themes,CRM_BOMBTHREAT,eng
GDELT GKG Themes,SOC_FASCISM,eng
GDELT GKG Themes,EMERG_SHELTERINPLACE,eng
GDELT GKG Themes,EMERG_MASSCASUALTY,eng
GDELT GKG Themes,EMERG_SUSPICIOUSPACKAGE,eng
GDELT GKG Themes,SOC_SERVICEDISRUPTION,eng
GDELT GKG Themes,SOC_USSECURITYAGENCIES,eng
GDELT GKG Themes,EMERG_INDUSTRIALACCIDENT,eng
GDELT GKG Themes,EMERG_HAZMAT,eng
GDELT GKG Themes,LEG_CONSTITUTIONALAMENDMENT,eng
Affective Norms for English Words (ANEW) 2010,Valence (Pleasure) (All),eng
Affective Norms for English Words (ANEW) 2010,Valence (Pleasure) (All) (Scored Value),eng
Affective Norms for English Words (ANEW) 2010,Arousal (All),eng
Affective Norms for English Words (ANEW) 2010,Arousal (All) (Scored Value),eng
Affective Norms for English Words (ANEW) 2010,Dominance (All),eng
Affective Norms for English Words (ANEW) 2010,Dominance (All) (Scored Value),eng
Affective Norms for English Words (ANEW) 2010,Valence (Pleasure) (Men),eng
Affective Norms for English Words (ANEW) 2010,Valence (Pleasure) (Men) (Scored Value),eng
Affective Norms for English Words (ANEW) 2010,Arousal (Men),eng
Affective Norms for English Words (ANEW) 2010,Arousal (Men) (Scored Value),eng
Affective Norms for English Words (ANEW) 2010,Dominance (Men),eng
Affective Norms for English Words (ANEW) 2010,Dominance (Men) (Scored Value),eng
Affective Norms for English Words (ANEW) 2010,Valence (Pleasure) (Women),eng
Affective Norms for English Words (ANEW) 2010,Valence (Pleasure) (Women) (Scored Value),eng
Affective Norms for English Words (ANEW) 2010,Arousal (Women),eng
Affective Norms for English Words (ANEW) 2010,Arousal (Women) (Scored Value),eng
Affective Norms for English Words (ANEW) 2010,Dominance (Women),eng
Affective Norms for English Words (ANEW) 2010,Dominance (Women) (Scored Value),eng
ML-SENTICON (English),Level1Positive,eng
ML-SENTICON (English),Level1Positive (Scored Value),eng
ML-SENTICON (English),Level1Negative,eng
ML-SENTICON (English),Level1Negative (Scored Value),eng
ML-SENTICON (English),Level2Positive,eng
ML-SENTICON (English),Level2Positive (Scored Value),eng
ML-SENTICON (English),Level2Negative,eng
ML-SENTICON (English),Level2Negative (Scored Value),eng
ML-SENTICON (English),Level3Positive,eng
ML-SENTICON (English),Level3Positive (Scored Value),eng
ML-SENTICON (English),Level3Negative,eng
ML-SENTICON (English),Level3Negative (Scored Value),eng
ML-SENTICON (English),Level4Positive,eng
ML-SENTICON (English),Level4Positive (Scored Value),eng
ML-SENTICON (English),Level4Negative,eng
ML-SENTICON (English),Level4Negative (Scored Value),eng
ML-SENTICON (English),Level5Positive,eng
ML-SENTICON (English),Level5Positive (Scored Value),eng
ML-SENTICON (English),Level5Negative,eng
ML-SENTICON (English),Level5Negative (Scored Value),eng
ML-SENTICON (English),Level6Positive,eng
ML-SENTICON (English),Level6Positive (Scored Value),eng
ML-SENTICON (English),Level6Negative,eng
ML-SENTICON (English),Level6Negative (Scored Value),eng
ML-SENTICON (English),Level7Positive,eng
ML-SENTICON (English),Level7Positive (Scored Value),eng
ML-SENTICON (English),Level7Negative,eng
ML-SENTICON (English),Level7Negative (Scored Value),eng
ML-SENTICON (English),Level8Positive,eng
ML-SENTICON (English),Level8Positive (Scored Value),eng
ML-SENTICON (English),Level8Negative,eng
ML-SENTICON (English),Level8Negative (Scored Value),eng
Hedonometer (English),Happiness,eng
Hedonometer (English),Happiness (Scored Value),eng
Moral Foundations Dictionary,HarmVirtue,eng
Moral Foundations Dictionary,HarmVice,eng
Moral Foundations Dictionary,FairnessVirtue,eng
Moral Foundations Dictionary,FairnessVice,eng
Moral Foundations Dictionary,IngroupVirtue,eng
Moral Foundations Dictionary,IngroupVice,eng
Moral Foundations Dictionary,AuthorityVirtue,eng
Moral Foundations Dictionary,AuthorityVice,eng
Moral Foundations Dictionary,PurityVirtue,eng
Moral Foundations Dictionary,PurityVice,eng
Moral Foundations Dictionary,MoralityGeneral,eng
VADER Sentiment Lexicon (Bag of Words Mode),Valence,eng
VADER Sentiment Lexicon (Bag of Words Mode),Valence (Scored Value),eng
Hogenraad's Motive Dictionary,InstrumentalRID,eng
Hogenraad's Motive Dictionary,NeedH4,eng
Hogenraad's Motive Dictionary,GoalH4,eng
Hogenraad's Motive Dictionary,TryH4,eng
Hogenraad's Motive Dictionary,MeansH4,eng
Hogenraad's Motive Dictionary,PersistH4,eng
Hogenraad's Motive Dictionary,CompleteH4,eng
Hogenraad's Motive Dictionary,FinishH4,eng
Hogenraad's Motive Dictionary,MeansLw,eng
Hogenraad's Motive Dictionary,FailH4,eng
Hogenraad's Motive Dictionary,TransactionGainLw,eng
Hogenraad's Motive Dictionary,TransactionLw,eng
Hogenraad's Motive Dictionary,AffectionRID,eng
Hogenraad's Motive Dictionary,SocialBehaviorRID,eng
Hogenraad's Motive Dictionary,AffiliationGainH4,eng
Hogenraad's Motive Dictionary,AffiliationLossLw,eng
Hogenraad's Motive Dictionary,AffectParticipantLw,eng
Hogenraad's Motive Dictionary,OtherAffect,eng
Hogenraad's Motive Dictionary,PositiveAffectLw,eng
Hogenraad's Motive Dictionary,PowerH4,eng
Hogenraad's Motive Dictionary,PowerGainLw,eng
Hogenraad's Motive Dictionary,PowerLossLw,eng
Hogenraad's Motive Dictionary,PowerEndsLw,eng
Hogenraad's Motive Dictionary,PowerConflictLw,eng
Hogenraad's Motive Dictionary,PowerCooperationLw,eng
Hogenraad's Motive Dictionary,PowerAuthoritativeParticipantsLw,eng
Hogenraad's Motive Dictionary,PowerOrdinaryParticipantsLw,eng
Hogenraad's Motive Dictionary,PowerIdeasLw,eng
Hogenraad's Motive Dictionary,PowerToolsFormsLw,eng
Hogenraad's Motive Dictionary,ResidualPowerWordsLw,eng
Hogenraad's Motive Dictionary,Achievement,eng
Hogenraad's Motive Dictionary,Affiliation,eng
Hogenraad's Motive Dictionary,Power,eng
Hogenraad's TIME Dictionary,Time,eng
Hogenraad's TIME Dictionary,Neverness,eng
Hogenraad's TIME Dictionary,Period,eng
Hogenraad's TIME Dictionary,Course (Indefinite Duration),eng
Hogenraad's TIME Dictionary,Contingent Duration,eng
Hogenraad's TIME Dictionary,Diuturnity (Long Duration),eng
Hogenraad's TIME Dictionary,Transientness,eng
Hogenraad's TIME Dictionary,Perpetuity (Endless Duration),eng
Hogenraad's TIME Dictionary,Instantaneity (Point Of Time),eng
Hogenraad's TIME Dictionary,Chronometry,eng
Hogenraad's TIME Dictionary,Anachronism,eng
Hogenraad's TIME Dictionary,Priority,eng
Hogenraad's TIME Dictionary,Posteriority,eng
Hogenraad's TIME Dictionary,Present Time,eng
Hogenraad's TIME Dictionary,Different Time,eng
Hogenraad's TIME Dictionary,Synchronism,eng
Hogenraad's TIME Dictionary,Futurity,eng
Hogenraad's TIME Dictionary,Preterition,eng
Hogenraad's TIME Dictionary,Newness,eng
Hogenraad's TIME Dictionary,Oldness,eng
Hogenraad's TIME Dictionary,Morning,eng
Hogenraad's TIME Dictionary,Evening,eng
Hogenraad's TIME Dictionary,Youth,eng
Hogenraad's TIME Dictionary,Age,eng
Hogenraad's TIME Dictionary,Young Person,eng
Hogenraad's TIME Dictionary,Old Person,eng
Hogenraad's TIME Dictionary,Adultness,eng
Hogenraad's TIME Dictionary,Earliness,eng
Hogenraad's TIME Dictionary,Lateness,eng
Hogenraad's TIME Dictionary,Occasion,eng
Hogenraad's TIME Dictionary,Intempestivity,eng
Hogenraad's TIME Dictionary,Frequency,eng
Hogenraad's TIME Dictionary,Infrequency,eng
Hogenraad's TIME Dictionary,Regularity,eng
Hogenraad's TIME Dictionary,Fitfulness,eng
Hogenraad's TIME Dictionary,Absolute Time,eng
Hogenraad's TIME Dictionary,Relative Time,eng
Hogenraad's TIME Dictionary,Recurrent Time,eng
Hogenraad's TIME Dictionary,Past,eng
Hogenraad's TIME Dictionary,Present,eng
Hogenraad's TIME Dictionary,Future,eng
Martindale & Martindale's Temperament/Elements Dictionary,Earth,eng
Martindale & Martindale's Temperament/Elements Dictionary,Fire,eng
Martindale & Martindale's Temperament/Elements Dictionary,Water,eng
Martindale & Martindale's Temperament/Elements Dictionary,Air,eng
Martindale & Martindale's Temperament/Elements Dictionary,Melancholy,eng
Martindale & Martindale's Temperament/Elements Dictionary,Sanguine,eng
Martindale & Martindale's Temperament/Elements Dictionary,Coleric,eng
Martindale & Martindale's Temperament/Elements Dictionary,Flegmatic,eng
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Valence (Pleasure) (All),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Valence (Pleasure) (All) (Scored Value),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Arousal (All),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Arousal (All) (Scored Value),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Dominance (All),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Dominance (All) (Scored Value),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Valence (Pleasure) (Women),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Valence (Pleasure) (Women) (Scored Value),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Arousal (Women),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Arousal (Women) (Scored Value),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Dominance (Women),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Dominance (Women) (Scored Value),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Valence (Pleasure) (Men),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Valence (Pleasure) (Men) (Scored Value),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Arousal (Men),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Arousal (Men) (Scored Value),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Dominance (Men),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Dominance (Men) (Scored Value),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Familiarity,spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Familiarity (Scored Value),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Concreteness,spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Concreteness (Scored Value),spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Imageability,spa
Spanish Adaptation of Affective Norms for English Words (Spanish ANEW),Imageability (Scored Value),spa
ML-SENTICON (Non-English),Level1Positive,cat
ML-SENTICON (Non-English),Level1Positive (Scored Value),cat
ML-SENTICON (Non-English),Level1Negative,cat
ML-SENTICON (Non-English),Level1Negative (Scored Value),cat
ML-SENTICON (Non-English),Level2Positive,cat
ML-SENTICON (Non-English),Level2Positive (Scored Value),cat
ML-SENTICON (Non-English),Level2Negative,cat
ML-SENTICON (Non-English),Level2Negative (Scored Value),cat
ML-SENTICON (Non-English),Level3Positive,cat
ML-SENTICON (Non-English),Level3Positive (Scored Value),cat
ML-SENTICON (Non-English),Level3Negative,cat
ML-SENTICON (Non-English),Level3Negative (Scored Value),cat
ML-SENTICON (Non-English),Level4Positive,cat
ML-SENTICON (Non-English),Level4Positive (Scored Value),cat
ML-SENTICON (Non-English),Level4Negative,cat
ML-SENTICON (Non-English),Level4Negative (Scored Value),cat
ML-SENTICON (Non-English),Level5Positive,cat
ML-SENTICON (Non-English),Level5Positive (Scored Value),cat
ML-SENTICON (Non-English),Level5Negative,cat
ML-SENTICON (Non-English),Level5Negative (Scored Value),cat
ML-SENTICON (Non-English),Level6Positive,cat
ML-SENTICON (Non-English),Level6Positive (Scored Value),cat
ML-SENTICON (Non-English),Level6Negative,cat
ML-SENTICON (Non-English),Level6Negative (Scored Value),cat
ML-SENTICON (Non-English),Level7Positive,cat
ML-SENTICON (Non-English),Level7Positive (Scored Value),cat
ML-SENTICON (Non-English),Level7Negative,cat
ML-SENTICON (Non-English),Level7Negative (Scored Value),cat
ML-SENTICON (Non-English),Level8Positive,cat
ML-SENTICON (Non-English),Level8Positive (Scored Value),cat
ML-SENTICON (Non-English),Level8Negative,cat
ML-SENTICON (Non-English),Level8Negative (Scored Value),cat
ML-SENTICON (Non-English),Level1Positive,spa
ML-SENTICON (Non-English),Level1Positive (Scored Value),spa
ML-SENTICON (Non-English),Level1Negative,spa
ML-SENTICON (Non-English),Level1Negative (Scored Value),spa
ML-SENTICON (Non-English),Level2Positive,spa
ML-SENTICON (Non-English),Level2Positive (Scored Value),spa
ML-SENTICON (Non-English),Level2Negative,spa
ML-SENTICON (Non-English),Level2Negative (Scored Value),spa
ML-SENTICON (Non-English),Level3Positive,spa
ML-SENTICON (Non-English),Level3Positive (Scored Value),spa
ML-SENTICON (Non-English),Level3Negative,spa
ML-SENTICON (Non-English),Level3Negative (Scored Value),spa
ML-SENTICON (Non-English),Level4Positive,spa
ML-SENTICON (Non-English),Level4Positive (Scored Value),spa
ML-SENTICON (Non-English),Level4Negative,spa
ML-SENTICON (Non-English),Level4Negative (Scored Value),spa
ML-SENTICON (Non-English),Level5Positive,spa
ML-SENTICON (Non-English),Level5Positive (Scored Value),spa
ML-SENTICON (Non-English),Level5Negative,spa
ML-SENTICON (Non-English),Level5Negative (Scored Value),spa
ML-SENTICON (Non-English),Level6Positive,spa
ML-SENTICON (Non-English),Level6Positive (Scored Value),spa
ML-SENTICON (Non-English),Level6Negative,spa
ML-SENTICON (Non-English),Level6Negative (Scored Value),spa
ML-SENTICON (Non-English),Level7Positive,spa
ML-SENTICON (Non-English),Level7Positive (Scored Value),spa
ML-SENTICON (Non-English),Level7Negative,spa
ML-SENTICON (Non-English),Level7Negative (Scored Value),spa
ML-SENTICON (Non-English),Level8Positive,spa
ML-SENTICON (Non-English),Level8Positive (Scored Value),spa
ML-SENTICON (Non-English),Level8Negative,spa
ML-SENTICON (Non-English),Level8Negative (Scored Value),spa
ML-SENTICON (Non-English),Level1Positive,glg
ML-SENTICON (Non-English),Level1Positive (Scored Value),glg
ML-SENTICON (Non-English),Level1Negative,glg
ML-SENTICON (Non-English),Level1Negative (Scored Value),glg
ML-SENTICON (Non-English),Level2Positive,glg
ML-SENTICON (Non-English),Level2Positive (Scored Value),glg
ML-SENTICON (Non-English),Level2Negative,glg
ML-SENTICON (Non-English),Level2Negative (Scored Value),glg
ML-SENTICON (Non-English),Level3Positive,glg
ML-SENTICON (Non-English),Level3Positive (Scored Value),glg
ML-SENTICON (Non-English),Level3Negative,glg
ML-SENTICON (Non-English),Level3Negative (Scored Value),glg
ML-SENTICON (Non-English),Level4Positive,glg
ML-SENTICON (Non-English),Level4Positive (Scored Value),glg
ML-SENTICON (Non-English),Level4Negative,glg
ML-SENTICON (Non-English),Level4Negative (Scored Value),glg
ML-SENTICON (Non-English),Level5Positive,glg
ML-SENTICON (Non-English),Level5Positive (Scored Value),glg
ML-SENTICON (Non-English),Level5Negative,glg
ML-SENTICON (Non-English),Level5Negative (Scored Value),glg
ML-SENTICON (Non-English),Level6Positive,glg
ML-SENTICON (Non-English),Level6Positive (Scored Value),glg
ML-SENTICON (Non-English),Level6Negative,glg
ML-SENTICON (Non-English),Level6Negative (Scored Value),glg
ML-SENTICON (Non-English),Level7Positive,glg
ML-SENTICON (Non-English),Level7Positive (Scored Value),glg
ML-SENTICON (Non-English),Level7Negative,glg
ML-SENTICON (Non-English),Level7Negative (Scored Value),glg
ML-SENTICON (Non-English),Level8Positive,glg
ML-SENTICON (Non-English),Level8Positive (Scored Value),glg
ML-SENTICON (Non-English),Level8Negative,glg
ML-SENTICON (Non-English),Level8Negative (Scored Value),glg
Hedonometer (Non-English),Happiness,ara
Hedonometer (Non-English),Happiness (Scored Value),ara
Hedonometer (Non-English),Happiness,deu
Hedonometer (Non-English),Happiness (Scored Value),deu
Hedonometer (Non-English),Happiness,fra
Hedonometer (Non-English),Happiness (Scored Value),fra
Hedonometer (Non-English),Happiness,hin
Hedonometer (Non-English),Happiness (Scored Value),hin
Hedonometer (Non-English),Happiness,ind
Hedonometer (Non-English),Happiness (Scored Value),ind
Hedonometer (Non-English),Happiness,kor
Hedonometer (Non-English),Happiness (Scored Value),kor
Hedonometer (Non-English),Happiness,por
Hedonometer (Non-English),Happiness (Scored Value),por
Hedonometer (Non-English),Happiness,rus
Hedonometer (Non-English),Happiness (Scored Value),rus
Hedonometer (Non-English),Happiness,spa
Hedonometer (Non-English),Happiness (Scored Value),spa
Hedonometer (Non-English),Happiness,urd
Hedonometer (Non-English),Happiness (Scored Value),urd
Hedonometer (Non-English),Happiness,zho
Hedonometer (Non-English),Happiness (Scored Value),zho
Detry, Lopo & Hogenraad's Portuguese Emotion And Pro-Social Dimensions (Partial Vocab Expansion),por
Detry, Lopo & Hogenraad's Portuguese Emotion And Pro-Social Dimensions (Partial Vocab Expansion),por
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),EMOTIONS/AFFECT POSITIF,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),EMOTIONS/AGRESSION,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),EMOTIONS/AMOUR,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),EMOTIONS/ANXIETE,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),EMOTIONS/COMPORTEMENT EXPRESSIF,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),EMOTIONS/TRIOMPHE,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),EMOTIONS/TRISTESSE,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/BESOINS/ANALITE,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/BESOINS/ORALITE,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/BESOINS/SEXE,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/CONNAISSANCE REGRESSIVE/ALTERATION DE LA CONSCIENCE,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/CONNAISSANCE REGRESSIVE/CONCRET,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/CONNAISSANCE REGRESSIVE/FRANCHISSEMENT & PASSAGE,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/CONNAISSANCE REGRESSIVE/INCONNU,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/CONNAISSANCE REGRESSIVE/INTEMPOREL,fra
Regressive Imagery Dictionary French Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/CONNAISSANCE REGRESSIVE/NARCISSISME,fra
